x talents, Sam'al;	x talents, Ṣimirra;
... in the middle surface of the 'finger' there is a 'weapon'-mark which faces the top of the 'finger.'             	In the top of the left surface of the 'finger' there is a 'weapon'-mark, and it faces the top of the 'finger'... 
does not know ... 	does not ... 
28 stars ... 	to star ... 
Afterwards, I decided to increase the height of the terrace, then I added 30 courses of brick to the former (terrace) and (thus) I raised (it) to a height of 190 courses of brick. I made the area larger than before, (vi 40) added (it) to the former dimensions of the palace, and (thus) enlarged its structure. 	Afterwards, I decided to increase the height of the terrace, then I added 20 courses of brick to the former (terrace) and (thus) I raised (it) to a (total) height of 180 courses of brick. (55) I made the area larger than before, added (it) to the former dimensions of the palace, and (thus) enlarged its structure. 
To the king, my lord: your servant Šamaš-metu-uballiṭ. Good health to the king, my lord! May Nabû and Marduk bless the king, my lord.	To the king, my lord: your servant Nabû-zeru-uṣur, the scribe of the palace supervisor. Good health to the king, my lord! May Nabû and Marduk bless the king, my lord.
Witness Šama', scribe.	Witness Azi-il, scribe.
... the breast-bone is thick. The coils of the colon are 14 in number... 	The breast-bone is thick. The coils of the colon ... 
If in Marchesvan (VIII) Adad thunders, the day becomes cloudy, it rains, a rainbow stretches, lightning flashes: a famous important person will fall.	If in Ab (V) Adad thunders, the day becomes cloudy, it rains, a rainbow stretches, lightning flashes: floods will become scarce at the source.
16 2-seah jars of hinhinu-seeds;	3 2-seah jars of hinhinu-seeds;
... the royal house	... the royal bodyguard
1 dark, fine garment of linen:	1 dark, fine garment:
NN, ... ya, Marduk-šumu-uṣur,	... Marduk-šumu-uṣur.
To the king, my lord: your servant, Marduk-šallim-ahhe, the one who blesses you. Good health to the king, my lord. May Aššur, Sin, Šamaš, Bel, Nabû, Ištar of Nineveh, and Ištar of Arbela very greatly bless the king, my lord. May they give to the king, my lord, long days and years of physical well-being.	To the king, my lord: your servant, Marduk-šallim-ahhe, the one who blesses you. Good health to the king, my lord. May Aššur, Bel, Nabû, Sin, Šamaš, Ištar of Nineveh, and Ištar of Arbela very greatly bless the king, my lord. May they give to the king, my lord, long days and years of physical well-being.
... to NN	... to do
I made that city Bīt-Kilamzaḫ a fortress again (and) I strengthened its walls more than before, then I settled therein the people of the lands that I had conquered. I brought down from the mountains the people of the land of the Kassites 	I made that city Bīt-Kilamzaḫ a fortress again (and) I strengthened its walls more than before, then I settled therein the people of the lands that I had conquered.
... , 2 carpenters;	... ,  4 gardeners;
Witness Sumaya, scribe.	Witness Nargî, scribe.
Ditto Nabû-šarru-uṣur.	Total 6: Nabû-šarru-uṣur.
Month Sivan (III), ... th day, eponym year of Sennacherib, king of Assyria.	Month Tammuz (IV), 15th day, eponym year of Sennacherib, king of Assyria.
Month ... , xth day, eponym year of Bel-lu-dari.	Month ... , 23rd day, eponym year of Zazaya.
x ditto garments, the front red, of the country;	1 urnutu-garment, the front (red), of the country.
41 children of 4 spans' height;	38 children of 5 spans' height;
I have asked ... 	I have hauled ... 
10 turtledoves. 5+x ... 	10 turtledoves.
The ... gives ... fruit, apple ... ,	The ... gives ... the boatmen ... 
Disregard that the ram (offered) to your divinity for the performance of the extispicy is deficient or faulty.	Disregard that the ram (offered) to your great divinity for the performance of the extispicy is deficient or faulty... 
from his servants ... 	for his sons ... ;
in accordance with the command of your great divinity, Šamaš, great lord, and your favorable decisions, should the subject of this query, Esarhaddon, king of Assyria, strive and plan, and send his messenger to Hubuškia?	in accordance with the command of your great divinity, Šamaš, great lord, and your favorable decisions, should the subject of this query, Esarhaddon, king of Assyria, strive and plan, and send ... ? If he, having planned, sends him,
and with you ... 	and you ... 
the year which ... 	their sick eyes which ... 
Šamaš-... , 	1, Šamaš-... , ... ;
10 sheep ... 	16,000 sheep ... 
Province of Que... 	... (province of) Que. 
total, 6 scribes.	total, 6 architects.
Witness Nergal-remanni, ... 	Witness Remanni-... 
... in the town of Diati; ... 	... his ... in the town of ... 
Corn or straw taxes shall not be exacted from that village.	Corn or straw taxes shall not be exacted from that land.
Witness Mesimesi.	Witness Mitimu.
... garden of the town Ra... 	... the meadow of the town ... 
Witness Urdu, weaver.	Witness Nabutî, weaver.
1 seah 1 'litre' of spiced bread; a 2-seah jar of hammurtu-beer.	2 seahs of loaves; 4 'litres' of spiced bread; a 2-seah jar of beer;
Witness Nabû'a, scribe, keeper of the contract.	Witness Nabû-eṭir-napšati, scribe, keeper of the tablet.
an estate of x hectares of land ... 	An estate of 10 hectares ... 
8 trays of cakes;	2 trays of cakes;
He filled plates with spicy grains. He performed a sheep offering before it, and provided cooked meat. He placed the plates before Aššur and Mullissu, offered salt on them.	The king fills plates with spicy grains. He performs a sheep offering before them. He provides cooked meat and places the plates before Aššur and Mullissu. He offers salt on them.
... their ... status.	... their ... 
1 bedspread, ... ;	1 bedspread of ... ;
Witness Hubašate.	Witness Hurayu.
x beet-like carnelian ... 	x carnelian ... 
Witness Pulu, tanner.	Witness Gallulu, porter.
Kakkullanu has contracted ... 	NN has contracted ... 
As to what the king my lord wrote to me: "... the ... s should  go to NN.	As to what the king, my lord, wrote to me: "Set out ... !
on the orders of the ... -official.	the ... of the ... official
(Guaranteed against) epileptic seizures for 100 days (and against) fraud forever.	(Guaranteed against) seizures of epilepsy for 100 days (and against) fraud forever.
Issar-nadin-ahhe,	Issar-nadin-ahhe, ... ;
Kulkulanu, cohort commander, has contracted and bought them from Zeru-ukin, son of Bel-duri, for 3 minas of silver.	Kakkullanu, cohort commander, has contracted and bought them for one mina of silver.
... your gods very much ... 	... very much ... 
broken and ... 	has spoken and ... 
... I shall return ... 	... and shall send ... 
... to his left ... 	... to greet ... 
Witness Nabû-rim-ilani.	Witness Nabû-šumu-iddina.
1 seah 1 'litre' of spiced bread. A 2-seah jar of hammurtu-beer;	2 seahs of loaves; 4 'litres' of spiced bread; a 2-seah jar of beer;
The son of Sargon ... 	the son of Bunanu ... 
Ahi-le'iti, his servant —	Ahu-le'iti, his slave —
(whether) they will capture that city, enter that city, and conquer that city.	capture that city, enter that city, conquer that city?
If on the 16th day the moon and sun are seen together: the king of Subartu will have no rival. (This is) from a ... tablet.	If on the 16th day the moon and sun are seen together: the king of Subartu will become strong and have no rival.
If the moon is surrounded by a halo and the Field star stands in it: reduction of barley.	If the moon is surrounded by a halo and the Old Man Star stands in it: a reign of long duration.
Whoever in the future, at any time, lodges a complaint and breaks the contract, whether these men or their sons or ... ,	Whoever in the future, at any time, lodges a complaint and breaks the contract,
Nusku-ila'i, formerly of the cooks, gardener; 1 son of 4 spans' height; 1 woman: a total of 3. 	Se'-napi, gardener; 1 son of 4 spans' height; 1 woman: a total of 3. 
the messenger and ... 	The messengers ... 
... -uṣalla — 5 persons;	... — 4 persons;
... -Issar — seah of 8 'litres'	... za — seah of 8 'litres'
Witness Iqiša-Aya, ... 	Witness Ki-Mama, ... 
... brought (it).	... brought ... 
Shalmaneser, appointee of the god Enlil, vice-regent of Aššur, son of Adad-nārārī (I), appointee of the god Enlil, vice-regent of Aššur, son of Arik-dīn-ili (who was) also appointee of the god Enlil (and) vice-regent of Aššur; founder of holy cult centers, builder of Ekur — shrine of the gods (and) dwelling of the god Nunnamnir:	Shalmaneser, appointee of the god Enlil, vice-regent of Aššur, son of Adad-nārārī (I), appointee of the god Enlil, vice-regent of Aššur, son of Arik-dīn-ili (who was) also appointee of the god Enlil (and) vice-regent of Aššur:
We kept watch on the ... th day; on the ... th day the moon and sun saw each other. May Nabû and Marduk bless the king my lord!	We kept watch on the 12th day; on the 13th day the moon and sun  saw each other. May Nabû and Marduk bless the king my lord!
To the king, my lord, your servants: NN and ... Good health to the king, my lord. May Nabû, Marduk, Sin, Ištar of Nineveh, and Ištar of Arbela very greatly bless the king, my lord.	To the king, my lord: your servant Nabû-nadin-šumi. Good health  to the king, my lord! May Nabû and Marduk greatly bless the king, my  lord!
To the Lady of the House.	the household of the Lady of the House.
(and) to the ... (officials):	I (and) the ... official ... 
shall give the kingship ... 	I shall inform the king ... 
Now what is it that the king, my lord, commands?	What is it that the king, my lord, commands? 
Shamash-upahhir,	Shamash-upahhir.
Whoever in the future, at any time, whether Se'-natan or his relative, lodges a complaint and breaks the contract and seeks a lawsuit or litigation against Remanni-Adad and his sons,	Whoever in the future, at any time, whether Belet-uṣalla or his sons or his grandsons or (his) brothers or any relative of his lodges a complaint or breaks the contract, and seeks a lawsuit or litigation against the harem manageress,
If the moon is surrounded by a halo, and a planet stands in it: robbers will rage.	If the moon is surrounded by a halo, and Nēberu stands in it: fall of cattle and wild animals.
... your city wall ... 	... you came ... 
you ... to the gods ... ?	... before the god ... 
Disregard that ... they (may) experience ... trouble and hardships on the journey... 	Disregard that they (may) experience trouble and hardships on the journey... 
One mina of silver (by the mina) of Carchemish belonging to Silim-Aššur, at the disposal of Urda-Issar. He has taken it as a loan.	3 minas 30 shekels of silver by the mina of Carchemish, belonging to Silim-Aššur, at the disposal of Marduk-eriba.
... 30 hectares of field,	... 20 hectares of field,
The gods Ninurta and Nergal, who love my priesthood, gave to me the wild beasts and commanded me to hunt. I killed from my ... chariot 373 wild bulls (and) 399 lions with my valorous assault. 'I drove twenty-nine elephants into ambush.	The gods Ninurta and Nergal, who love my priesthood, gave to me the wild beasts and commanded me to hunt. I killed sixty strong lions from my ... chariot with my wildly vigorous assault with the  spear. 
Month Iyyar (II), (eponym year of) Gir-Ṣapunu.	Month Iyyar (II), 19(th) day, eponym year of Auianu.
... It has a 'station.' The 'path' ... 	It has a 'station.' The 'path' is present... 
If the moon is surrounded by a halo, and Mars stands in it: in all lands the cultivated field will not prosper.	If the moon is surrounded by a halo, and Mars stands in it: loss of cattle; in all lands cultivated fields and dates will not prosper; the Westland will diminish.
The king should ask why ... 	The king, our lord, should ask ... 
... of Bel-Harran-belu-uṣur	Bel-Harran-belu-usur
I would have seen ... 	I have not seen ... 
In order to be able to draw water by bucket every day, I had bronze wire chains and bronze cables made and, instead of poles, I had tree trunks (and) date palm(s) placed over wells.	In order to be able to draw water by bucket every day, I had bronze wire chains and bronze cables made and, instead of poles, I had tree trunks together with date palm(s) of copper placed over wells.
... citizens of Babylon,	... to a citizen of Babylon
... , ditto, the front red;	... , the front red, ... ;
... so there is no fear ... 	... there is no ... 
Aššur, Šamaš, and Marduk have granted to the king my lord a stable throne forever, for long days.	Aššur, Šamaš, Nabû, and Marduk have granted a stable throne forever, for long days, to the king my lord.
... they are building ... 	... they keep sending ... 
Gada', royal bodyguard;	Remanni-Adad, royal bodyguard;
... 2 brick-courses laid	... brick courses
... The 'weapon'-mark of the 'increment' is elevated to the left ... 	... The 'weapon'-mark of the 'increment' rises to the left... 
... tubes, 6 ... ,	... these ... 
Witness Nusku-iddina.	Witness Nušku-ila'i.
Witness Dagan-milki.	Witness Sara-il.
There is a hole in the right of the 'pouch.'	There is a hole in the front of the right ankle.
I, Ashurbanipal, the creation of (the god) Aššur and the goddess Mullissu, the senior son of the king of the House of Succession, the one whom the god Sîn nominated in distant days, while (he was) in the womb of his mother, for shepherding Assyria and (the one for whom) the gods Šamaš (and) Adad declared the exercising of its kingship through their firm decision(s) —	I, Ashurbanipal, the creation of (the god) Aššur and the goddess Mullissu, the senior son of the king of the House of Succession, the one whom (the god) Aššur and the god Sîn — the lord of the (lunar) crown — nominated in distant days to be king (i 5) and created in the womb of his mother for shepherding Assyria, (and the one for whom) the deities Šamaš, Adad, and Ištar declared my exercising the kingship through their firm decision(s) —
If he does not give, it shall increase by the same amount.	(If) he does not pay, it shall increase by 5 seahs per homer.
If Scorpius' horns at its appearance are twisted: the enemy will attack, but fall in battle.	If the horns of Scorpius are twisted: the enemy will attack but fall in battle.
Witness Nabû-sagib.	Witness Nabû-... 
The god Enlil saw ... and his heart became angry (and) his mood became furious. The Enlil of the gods, the lord of the lands, plotted evilly to scatter the land and people; to level the land and to destroy its people, his heart was angry. A bitter curse was placed in his mouth. 	... His mood became furious. The Enlil of the gods, the lord of the lands, plotted evilly to scatter the land and people; his heart schemed to level the land and to destroy its people. A bitter curse was set in his mouth. 
in all, 9: the 'residences' of the Huhamaeans.	total, 3: the 'residence' of the magnates.
Remnants ... 	tents ... 
Concerning the raven about which the king, my lord, wrote to me, (here are the relevant omens):	Concerning the watch about which the king, my lord, wrote to me, we shall keep it and write (to the king).
I, Sîn-šarra-iškun, great king, strong king, king of the world, king of Assyria; son of Ashurbanipal, great king, strong king, king of the world, king of Assyria, king of the land of Sumer and Akkad, king of the four quarters (of the world); son of Esarhaddon, great king, strong king, king of the world, king of Assyria, (5) governor of Babylon, king of the land of Sumer and Akkad; son of Sennacherib, great king, strong king, king of the world, king of Assyria, unrivalled prince; descendant of Sargon (II), great king, strong king, king of the world, king of Assyria, governor of Babylon, king of the land of Sumer and Akkad; (10) the one who renovates the chapels of the temple of the god Nabû, that is inside Baltil (Aššur): I repaired its enclosed courtyard (lit. “that enclosed courtyard”) with baked bricks, the craft of the deity Nunurra.	son of Ashurbanipal, great king, strong king, king of the world, king of Assyria, king of the land of Sumer and Akkad, king of the four quarters (of the world); son of Esarhaddon, great king, strong king, king of the world, king of Assyria, governor of Babylon, king of the land of Sumer and Akkad; son of Sennacherib, great king, strong king, king of the world, king of Assyria, unrivalled prince; descendant of Sargon (II), great king, strong king, king of the world, king of Assyria, governor of Babylon, king of the land of Sumer and Akkad; ... , pious prince, capable governor, beloved of the god Nabû and the goddess Tašmētu ... 
Month of Iyyar (II), 10th day, eponym year of Sargon (719 B.C.)... 	Month Iyyar (II), 6th day, eponym year of NN.
... the horses ... 	... the overseer of ... "
Witness Dunusu. Witness NN.	Witness Kanunayu. Witness NN.
of these men ... 	of the campaign ... 
To the king, my lord: your servant Ašipâ. Good health to the  king, my lord! May Nabû (and) Marduk bless the king, my lord.	To the king, my lord: your servant Nabû-naṣir. May Nabû and  Marduk bless the king, my lord!
If you do what is good to me,	and do what is good to me.
brothers ... 	there is ... 
If the upper part and the lower part are in equilibrium: strife. Lovers will be estranged.	... If the upper and the lower part are in equilibrium: strife. Lovers will be estranged... 
If the moon and sun are in balance: the land will become stable; reliable speech will be placed in the mouth of people.	If the moon and sun are in balance: the land will become stable; reliable speech will be placed in the mouth of people; the king ... will make the throne last long.
Aššur-Enlil; Mašmaš; Aššur-Adad in front of Aššur-dugul; Aššur-Adad in front of Aššur-Conqueror; Enlil-Anu; Ea-šarru; Sîn, Adad, Šamaš; Ištar, the Queen of Heaven of Kar-Tukulti-Ninurta, Šerua; the Great Gods; Tašmetu; Nusku, Ninurta; Kippat-mati, Kippat-mati-image, Kutatati; Enlil, Dagan, Aššur-Tiara, the Sun-image, Aššur-Lahmus, Aššur-Judges, Ea-Kittu, Sîn, Šamaš, Aššur-Conqueror; Ea, Kittu (and) Mišaru, Dibar; Ninurta (and) Aššur; Aššur-Šakkan-Tišpak, Aššur-Judges; Lubelim, Gimagan, Ili-pada;	Aššur-Enlil; Mašmaš; Aššur-Adad in front of Aššur-dugul; Aššur-Adad in front of Aššur-Conqueror; Enlil-Anu; Ea-šarru; Sîn, Adad, Šamaš; Ištar, the Queen of Heaven of Kar-Tukulti-Ninurta, Šerua; the Great Gods; Tašmetu, Ninurta, Nusku; Kippat-mati, Kippat-mati-image, Kutatati; Enlil, Dagan, Aššur-Tiara, Sun-image, Aššur-Lahmus, Aššur-Judges, Kittu, Sîn, Šamaš, Aššur-Conqueror; Ea, Kittu (and) Mišaru, Dibar; Ninurta and Aššur, Aššur-Šakkan-Tišpak, Aššur-Judges; Lubelim, Gimagan, Il-pada;
Witness Danqu-dibbi-Issar, ditto.	Witness Mannu-ki-Harran, ditto.
Marduk-šarrani,	Marduk-remanni,
adjoining the garden of Šumma-ilani,	adjoining the vineyard of Aššur-ila'i,
Witness NN. Witness Nargî.	Witness NN. Witness Nabû-... , ... 
If the moon reaches the sun and follows it closely, and one horn meets the other: there will be truth in the land; the son will speak the truth with his father; universal peace.	If the moon reaches the sun and follows it closely, and one horn meets the other: there will be truth in the land, and the son will speak the truth with his father.
You wrote ... 	You put ... 
To the king, my lord: your servant Nabû-eṭiranni. 	To the king, my lord: your servant Aššur-bani.
The exorcists who go in front of him reciting an incantation, are his people; they go wailing in front of him. 	The exorcists, who go in front of him reciting an incantation, are his people; they go wailing in front of him. 
Esarhaddon, great king, mighty king, king of the world, king of Assyria, governor of Babylon, king of Sumer and Akkad, the true shepherd who reorganized the confused people and made light shine forth for them; to whom the <great> gods gave as a gift (the ability) to create, build, (and) renew; the one who (re)constructed the temple of the god Aššur, (re)built Esagil and Babylon, completed all of the cult centers, renewed the statues of the great gods, (and) who returned the plundered gods of the lands to their (proper) place from Assyria; who plated Egašankalama, the temple of the goddess Ištar of Arbela, his lady, with silver (zaḫalû) and made (it) shine like daylight — I had lions, screaming anzû-birds, laḫmu-monsters, (and) kurību-genii fashioned from silver and copper and set (them) up in its entry doors.	Esarhaddon, great king, mighty king, king of the world, king of Assyria, governor of Babylon, king of Sumer and Akkad, the true shepherd who reorganized the confused people (and) made light shine forth for them; to whom the great gods gave as a gift (the ability) to create, build, (and) renew; (5) the one who (re)constructed the temple of the god Aššur, (re)built Esagil and Babylon, completed all of the cult centers, renewed the statues of the great gods, (and) who returned the plundered gods of the lands to their (proper) place from Assyria; who plated Egašankalama, the temple of the goddess Ištar of Arbela, his lady, with silver (zaḫalû) and made (it) shine like daylight — I had lions, screaming anzû-birds, laḫmu-monsters, (and) kurību-genii fashioned from silver and copper and set (them) up in its entry doors.
... with you ... 	... who ... 
Now then I’m writing to the king, my lord: 	Now then I am waiting for the king, my lord.
Witness Nergal-duri.	Witness Nergal-šezibanni.
He shall enjoy it for three crop years and 3 fallow years, in all 6 years.	He shall enjoy the field for 3 crop years and 3 fallow years, in all 6 years.
Go up and ... 	I and ... 
... , his wife, his 2 sons, his daughter ... 	... ni, his wife, NN his son, his daughter,
I placed crossbeams on tall cedar columns (thus forming) a cornice in their gates. I had the frieze(s) (and) coping(s) of the whole of that palace made of black (and) blue (glazed bricks) and I put (them) around (it) like a wreath. I surrounded all of the gates with an arch (and) a vault like a rainbow. I embedded nails of pure silver and shining bronze in them. Through the craft of the sculptor, I depicted on it (the frieze of the palace) the might of the god Aššur, my lord,  (the deeds) that I had accomplished in enemy lands.	I placed crossbeams on large copper columns (and) tall cedar columns, (thus forming) a cornice in their gates. I had the frieze(s) (and) coping(s) of the whole of that palace made of black and blue (glazed bricks) and I put (them) around (it) like a wreath. I surrounded all of the gates with an arch and a vault like a rainbow. I embedded nails of silver, gold, and shining copper in them. Through the craft of the sculptor, I depicted on it (the frieze of the palace) the might of the god Aššur, my lord, (and) the deeds that I had accomplished in enemy lands. 
Month ... , 18th day	Month ... , 17th day.
on foot ... 	not ... 
If ... , I shall go to ... 	... I shall give ... 
In the base of the middle surface of the 'finger' there is a 'weapon'-mark facing the base of the 'finger.' The 'weapon'-mark of the 'increment' rises toward the left. The upper part ... 	In the base of the middle surface of the 'finger' there is a 'weapon'-mark ... The 'weapon'-mark of the 'increment' rises towards the left. The upper part is elevated. The base of the middle part is 'loose.'             
                                  Disregard that the oracle query has become jumbled in the mouth of the haruspex, your servant... 	Disregard that the oracle query has become jumbled in the mouth of the haruspex, your servant... 
... Nergal-abu-... 	... Nergal ... 
Witness ... didi.	Witness ... 
NN (said): "Let me go to ... ;" but NN held him back, saying, "You will go ... with me."	NN said, "Let me go to ... ," but NN held him back, saying, "You will go ... with me."
If the moon is slow in its course: the harvest of the land will prosper.	If the moon at its appearance becomes very bright: the harvest of the land will prosper.
a flask of mēzu-wine; a flask of lā'u-wine.	A flask of mēzu-wine; a flask of lā'u-wine.
In  the  top  of the left surface of the 'finger' a 'foot'-mark ... to the area of the 'finger.'             	The top of the left surface of the 'finger' drags towards the area of the 'finger.' ... 
Disregard that he who touches the forehead of the sheep is dressed in his ordinary soiled garments, or has touched the (libation) beer, the maṣhatu flour, the water, the pot, or the fire... 	Disregard that he who touches the forehead of the sheep is dressed in his ordinary soiled garments, (or) has eaten, drunk (or) anointed himself with anything unclean... 
Witness Ša-la-mašê, mayor.	Witness Babilayu, mayor.
Month ... , 11th day, eponym year of Adad-šarru-uṣur, governor of Marqasi.	Month ... , 27th day, eponym year of Šulmu-šarri, governor of Halziatbar.
These fields, buildings and people Tiglath-Pileser (III), king of Assyria, exempted (from taxes) and gave to NN.	These fields, orchards and people Adad-nerari (III), king of Assyria, exempted (from taxes) and gave to NN, his eunuch as a grant.
If the moon is surrounded by a halo, and Regulus stands in it: pregnant women will give birth to male children.	If the moon is surrounded by a halo, and Regulus stands in it: in that year pregnant women will give birth to male children.
Witness ... uni.	Witness ... 
I gathered the bought people who had become slaves (and) who had been distributed among the (foreign) riffraff and counted (them once again) as Babylonians. I returned their looted possessions, provided the naked with clothing, (and) let them take the road to Babylon. I encouraged them to (re)settle the city, build houses, plant orchards, (and) dig canals. 	I established anew the remission of debts of the wronged citizens of Babylon, people (entitled to) the privileged status (and) freedom (guaranteed by) the gods Anu and Enlil. I gathered the bought people who had become slaves (and) who had been distributed among the (foreign) riffraff and counted (them once again) as Babylonians. I returned their looted possessions, provided the naked with clothing, (and) let them take the road to Babylon. I encouraged them to (re)settle the city, build houses, plant orchards, (and) dig canals. 
side ... 	alongside ... 
NN, his servant, Zakiru —	NN, his servant,
Neš-ili-mati, Neš-igigani, the Steps and the Lahmus of the Eastern Gate; Nusku, the Bull-Son-of-Šamaš and the Judges behind (the God);	Tambaya (and) Šamšiya; Enpi, Kalkal, Neš-ili-mati, Neš-igigani, the Steps and the Lahmus of the Eastern Gate; Nusku, the Bull-Son-of-Šamaš and the Judges behind (the God);
in cultivation ... 	(and) cultivate ... 
Witness Tariba-Issar, cook.	Witness Zar-Issar.
The kallāpu messenger ... 	The messengers ... 
the troops of Assurbanipal, king of Assyria,	will Assurbanipal, king of Assyria,
Month Nisan (I), eponym year of Iddin-ahhe of Ṣimirra.	Month Nisan (I), eponym year of Iddin-ahhe, governor of Dur-Šarruken.
On my fifth campaign: The population of the cities Tumurrum, Šarum, Ezāma, Kibšu, (iv 20) Ḫalbuda, Qūa, (and) Qana, whose dwellings are situated like the nests of eagles, the foremost of birds, on the peak of Mount Nipur, a rugged mountain, and who had not bowed down to the yoke — I had my camp pitched at the foot of Mount Nipur. 	On my fifth campaign: The population of the cities Tumurrum, Šarum, Ezāma, Kibšu, Ḫalbuda, Qūa, (and) Qana, whose dwellings are situated like the nests of eagles, the foremost of birds, on the peak of Mount Nipur, a rugged mountain, and who had not bowed down to the yoke — (iii 5'') I had my camp pitched at the foot of Mount Nipur. 
Witness NN, weaver.	Witness Nabutî, weaver.
... goldsmiths	... goldsmith
If the moon becomes visible in Adar (XII) on the 30th day: there will be an eclipse of the sun.	If the moon becomes visible on the 30th day: there will be frost, variant: rumor of the enemy.
... happiness ... 	... wine ... 
and the rest ... 	and the face ... 
Just as this waterskin is split and its water runs out, so may your waterskin break in a place of severe thirst; die of thirst!	Just as (this) waterskin is split and its water runs out, so may your waterskin break in a place of severe thirst; die of thirst!
... with the favours	... in the forts
When there was an epidemic here, Ilu-bi'di a cohort commander of the ... under my jurisdiction killed a horse. I made up for the horse in his stead and he promised: "I'll give you the money." Now this Ilu-bi'di has died; his wife, as the king knows,  has married a young boy and that person has been serving under me as a cook.	When there was an epidemic here, Ilu-bi'di a cohort commander under my jurisdiction killed a horse. I made up for the horse in his stead and he promised: "I'll give you money." (Now this) Ilu-bi'di has died; his wife, has married ... , a young boy, and that person has been serving under me as a cook.
(As for) the land Patušarri, a district in the area of the salt desert, which is in the midst of the land of the distant Medes, borders Mount Bikni, the lapis lazuli mountain, (and) upon the soil of whose land none of the kings, my ancestors, had walked —  I carried off to Assyria Šidir-parna (and) E-parna, mighty chieftains, (i' 10') who were not submissive to (my) yoke, together with their people, their riding horses, oxen, sheep and goats, (and) Bactrian camels, their heavy plunder. 	(As for) the land Patušarri, a district in the area of the salt desert, which is in the midst of the land of the distant Medes, borders on Mount Bikni, the lapis lazuli mountain, (iii' 5') (and) upon the soil of whose land none of the kings, my ancestors, had walked — I carried off to Assyria Šidir-parna (and) E-parna, mighty chieftains, who were not submissive to (my) yoke, together with their people, their riding horses, oxen, sheep and goats, donkeys, (and) Bactrian camels, their heavy plunder.
To the king, my lord: your servant, Nabu-kudurri-uṣur. Good health to the king, my lord. May Nabû and Marduk bless the king, my lord.	To the king, my lord: your servant Nabû-naṣir. May Nabû and  Marduk bless the king, my lord!
... and tell it to the king.	... land of the king
To the king, my lord: your servant Ikkaru. The very best of health to the king, my lord! May Nabû and Marduk bless the king, my lord! May Bel, Nabû and the Lady of Life give happiness and physical well-being to the king, my lord!	To the king, my lord: your servant Mar-Issar. Good health to the king, my lord! May Nabû and Marduk bless the king, my lord! May the great gods bestow lasting days, well-being and joy upon the king, my lord!
owner of the field being sold.	... owner of the people being sold.
Witness Issar-tariba.	Witness Issar-na'id.
The emissary from Que ... is departing and going ... the Bow River; the ... of the Commander-in-Chief is with him.	The emissary from Que ... is departing and going to the city of Zabban; the ... of the commander-in-chief is with him.
I.e., on the 14th day the moon and the sun are seen together.	If in Tammuz (IV) on the 14th day the moon and sun are seen together: (... ).
... May the king, my lord ask NN and ... parri.	... the king, my lord, said ... 
Witness Gilgameš-edašu-šakšid.	Witness Nanî. Witness Gilgameš-edašu-šakšid.
... in accordance with ... 	... in accordance with your promise 
May he constantly exercise the rule over the people who are of privileged status (and have) šubarrû-privileges (granted) by the great gods. (ii 30) During his reign may those ones with šubarrû-privileges not become disordered. May he take away their negligence and erase their sin. Let turmoil be anathema to them (ii 35) (and) may he make their heart(s) rejoice. Like the foundations of Uruk and Eanna, may their foundations be firm.	May he exercise the rule over the people who are of privileged status (and) freed from taxation by the great gods! During his reign may those ones freed from taxation not be in disorder! May he decrease their negligence and may he remove their sin! Let turmoil be unknown to them (and) may he make their heart(s) rejoice! Like the foundations of Uruk and Eanna, may their foundations be firm!
Witness Ea-lešir.	Witness Edi-il.
Witness Nabutî, cohort commander of the weavers.	Witness Nuhšaya, cohort commander of the chief eunuch.
1, treasurer;	x, the treasurer;
and he ... 	and you ... 
(Property) of Ninurta-nādin-šumi, king of the world, king of Babylon, king of Sumer (and) Akkad.	(Property) of Marduk-nādin-aḫḫē, king of the world, king of Babylon, king of Sumer (and) Akkad.
Month Sivan (III), 1st day, eponym year of Nabû-da''inanni, governor of Que.	Month Sivan (III), 2nd day, eponym year of Nabû-kenu-uṣur, governor of Samaria.
... will see, hither ... 	... fills their ... 
The god Aššur, father of the gods, looked steadfastly upon me among all of the rulers and he made my weapons greater than (those of) all who sit on (royal) daises. He gave me a just scepter that widens borders (10) (and) he put in my hand a merciless rod to fell enemies. He made rulers of the four quarters (of the world), from east to west, bow down at my feet and they (now) pull my yoke.	The god Aššur, father of the gods, looked steadfastly upon me among all of the rulers and made my weapons greater than (those of) all who sit on (royal) daises. He gave me a just scepter that widens borders (and) he put in my hand a merciless rod to fell enemies.
total, the prefect of ... 	total: the house of ... 
If the moon is surrounded by a halo, and Mars stands in it: loss of cattle; the Westland will become smaller.	If the moon is surrounded by a halo, and Nēberu stands in it: fall of cattle and wild animals.
I ordered archers, chariots, (and) horses of my royal contingent to confront (10') the king of the land Elam. They killed many of his troops, including his son, and he (the king of Elam) retreated. They marched to Uruk (and) carried off the god Šamaš of Larsa (and) the goddess the Lady of Uruk, the gods living inside it, together with their property (and) possessions, which are without number. 	I ordered archers, chariots, (and) horses of my royal contingent to confront (30) the king of the land Elam. They killed many troops, including his son, and he (the king of Elam) retreated. They marched to Uruk (and) carried off the deities Šamaš of Larsa, the Lady of the Rēš-Temple, the Lady of Uruk, Nanāya, Uṣur-amāssa, Bēlet-balāṭi, Kurunam, Kaššītu, (and) Palil, the gods who live in Uruk, together with their property (and) possessions, which are without number. 
