x talents, Sam'al;	x talents, Ṣimirra;
Šišlu             	Babilayu             
Witness Aššur-ahhe-uṣur. Witness Libbalayu.	Witness Adad-šumu-uṣur. Witness Nabû'a.
The money is paid completely. That house is purchased and acquired.	The money is paid completely. The house is purchased and acquired. Any revocation, lawsuit, or litigation is void.
if the 'hand' of god ... is placed on him in extispicy, is it decreed and confirmed in a favorable case, by the command of your great divinity, Šamaš, great lord?	Is it decreed and confirmed in a favorable case, by the command of your great divinity, Šamaš, great lord?
(With regard to) Eanna, which Šulgi, a previous king, had had built and which had become old, and (with regard to) the shrine of the god Ningizzida, which Anam, an earlier king, had had constructed inside it, (with regard to) this temple, whose walls had buckled and whose bondings had disintegrated, whose parapet had collapsed and which had become unrecognizable, (and) whose reconstruction had not occurred to the kings, (his) predecessors,	(With regard to) Eanna, which Šulgi, a previous king, had had built and which had become old, (i 20) (with regard to) this temple, whose walls had buckled, whose bondings had disintegrated, <who>se parapet had become ruined, whose foundation had collapsed, (and) whose (re)construction had not occurred to (any of) the kings, (his) predecessors —
Ereš-... 	Bel-... 
May one of the kings, my descendants, whom the god Aššur names to rule over the land and people, read my foundation inscription, (viii 10) anoint (it) with oil, make an offering, (and) return (it) to its place. The god Aššur will (then) hear his prayers.	In the future, may one of the kings, my descendants, whom the god Aššur names for shepherding the land and people, renovate its dilapidated section(s) when that wall becomes old and dilapidated. May he find an inscribed object bearing my name, (viii 70) anoint (it) with oil, make an offering, (and) return (it) to its place. The god Aššur and the goddess Ištar will (then) hear his prayers.
To the king, my lord: your servant Ṭab-šar-Aššur: Good health to the king, my lord!	To the king, my lord: your servant NN. Good health to the king, my lord!
Fingernail of Kiqillanu, ... , owner of the people being sold.	Seal of ... , owner of the ... being sold.
cattle ... 	total ... 
To the great crown prince, the son of the king of the whole world, my lord: your servant Adad-šumu-uṣur. Good health to the son of the king of all lands! May Aššur, Sin, Šamaš, Nabû and Marduk, and the great gods of heaven and earth very greatly bless the son of the king of all lands, my lord.	To the king, my lord: your servant Adad-šumu-uṣur. Good health  to the king, my lord! May Aššur, Sin, Šamaš, Nabû, Marduk and the great gods of heaven and earth very greatly bless the king, my lord!
Moreover, (as for) Hezekiah of the land Judah, who had not submitted to my yoke, I surrounded (and) conquered forty-six of his fortified cities, (iii 20) fortresses, and small(er) settlements in their environs, which were without number, by having ramps trodden down and battering rams brought up, the assault of foot soldiers, sapping, breaching, and siege engines. I brought out of them 200,150 people, young (and) old, male and female, (iii 25) horses, mules, donkeys, camels, oxen, and sheep and goats, which were without number, and I counted (them) as booty.	Moreover, (as for) Hezekiah of the land Judah, who had not submitted to my yoke, I surrounded (and) conquered forty-six of his fortified cities, fortresses, and small(er) settlements in their environs, which were without number, by having ramps trodden down and battering rams brought up, (iii 20) the assault of foot soldiers, sapping, breaching, and siege engines. I brought out of them 200,150 people, young (and) old, male and female, horses, mules, donkeys, camels, oxen, and sheep and goats, which were without number, and I counted (them) as booty.
in all, 4: the 'residences' of the Dikanaeans.	in all, x: the 'residences' beneath the Window.
... suati	... dust
witness ... 	Witness ... 
... fish, Aššur-šarru-uṣur,	Witness Aššur-šarru-uṣur.
Gadâ, ša šēpi guard;	... -šarri, ša šēpi guard;
If the sun stands in a halo of the moon: they will speak the truth in all lands; the son will speak the truth with his father.	If the moon is surrounded by a halo, and the sun stands in it: there will be truth in the land; the son will speak the truth with his father.
Lu-ahhe, his servant —	Ahu-uqur, his servant —
Sennacherib, king of Assyria, built a house at the same time as the laying of the foundation(s) of Nineveh and gave (it) to Aššur-šumu-ušabši, his son.	Sennacherib, king of Assyria, built a house at the same time as the laying of the foundation(s) of Nineveh and gave (it) to his son.
... s of the king:	... whom the king ... 
To the king, my lord: your servant, Nabû-ašared. May Aššur and Ešarra bless the king.	To the king, my lord: your servant Nabû-naṣir. May Nabû and  Marduk bless the king, my lord!
1, chief treasurer;	x, (chief) cupbearer;
... in(to) the presence	... into the presence ... 
... he is	... this
Total, (in) the village of Bel-abu'a, near the town of Dumâ, in Kipani.	Total, (in) the town of Yanatâ, near the town of Haurina.
Disregard that they (may) think about it, but turn back and go away... 	Disregard that they (may) think about it, but turn and ... 
... Ga... 	... who ... 
fifty men ... 	My men ... 
Witness Nabû-nadin-apli, scribe.	Witness Azi-il, scribe.
Witness Nabû-kabti-ahhešu, scribe, keeper of the tablet.	Witness Nabû-eṭir-napšati, scribe, keeper of the tablet.
... s, drainage pipes	... s, deputies
Aššur-da''in-šarru, eunuch, (was) reporter.	Aššur-da''in-šarru, Dannaya, reporters.
Whoever in the future ... 	Whoever in the future, at any time, ... 
... the kingship and Bel-ibni	... this kingship and dominion
... they are in Babylon	... to a citizen of Babylon
... you did not cheat ... 	... you go out ... 
... attacked ... 	... to ... 
had ... 	when ... 
... their heart	... there are
I know (that) the crown prince, my lord,	the crown prince, my lord, ... 
... like this	... this
17 shekels of silver belonging to Ištar of Arbela, belonging to Nabû-iqbi, at the disposal of Mutaqqin-Aššur, at the disposal of Aššur-reši-išši.	17 shekels of silver of Ištar of Arbela belonging to Nabû-iqbi, at their disposal.
The 8th of Nisan (I). 	On the nth of Nisan (I) ... 
Witness Šulmu-šarri, witness Bel-Harran-ahu-uṣur,	Witness Tabalayu. Witness Bel-Harran-ahu-uṣur.
— ... and stands with Regulus.	— A planet stands with Venus.
Month ... , 16th day, eponym year of Zababa-eriba.	Month ... , 23rd day, eponym year of Zazaya.
If (the moon) becomes visible on the 1st day: reliable speech; the land will become happy.	If the moon becomes visible on the 1st day: reliable speech, the land will become happy.
... of Milki-... 	... to ... 
Let the king, my lord, write me what (his) orders are.	Let them write me what the king my lord's orders are.
1 cooking pot of copper;	loops of copper;
In the future, in days to come, may a later prince, when this wall becomes old and dilapidated, restore its weakened (portions). May he restore my inscribed name to its place. (Then) the god Aššur, the great lord, will listen to his prayers.	In the future may a later prince, when that palace becomes old and dilapidated, restore it. May he anoint with oil my monumental inscription, make sacrifices, (and) return (it) to its place. (Then) the gods Aššur and Adad will listen to his prayers.
... the Kišites ... 	to the teams ... 
Remanni-Adad, chariot driver, has contracted and bought (said people) from these gentlemen for x minas of silver (by the mina) of Carchemish.	Aššur-šallim-ahhe has contracted and bought (said) threshing floor from these men for x minas of silver by the mina of Carchemish.
Ashurnasirpal, king of the world, king of Assyria, son of Tukultī-Ninurta (II), king of the world, king of Assyria, son of Adad-nārārī (II) (who was) also king of the world and king of Assyria.	Ashurnasirpal, great king, strong king, king of the world, king of Assyria, son of Tukultī-Ninurta (II), great king, strong king, king of the world, king of Assyria, son of Adad-nārārī (II) (who was) also great king, strong king, king of the world, king of Assyria; valiant man who
when help ... 	when ... 
If the moon rides a chariot in month Sililiti: the dominion of the king of Akkad will prosper, and he will capture his enemies.	If the moon rides a chariot in month Sililiti: the dominion of the king of Akkad will prosper, and his hand will capture his enemies. Sililiti is Shebat (XI).
... back ... 	... who ... 
... the Arameans	... the Hatalleans
Witness Sangû-Issar.	Witness Issar-na'id.
The deportees and the pack animals are well; the king, my lord, can be pleased.	The land of the king is well, the forts are well. The king, my lord, can be glad.
Witness Addî, chariot driver.	Witness NN, chariot driver.
from my presence ... 	to the presence ... 
(When) I am angry in my temple, who ... ?	(When) I am wrathful, who ... ?
2 of carnelian ... ;	x carnelian ... 
I.e., it becomes visible on the 1st day.	If the moon becomes visible on the 1st day ... 
Witness ... ṣu, eunuch ... 	Witness ... abu, ... 
12 cavalry horses, ... 	12 cavalry horses, the town of ... 
... Borsippa  ... 	... s to ... 
Witness Banî, scribe.	Witness Azi-il, scribe.
(and) of Susu'a, ... 	Land of Musku : ... 
Concerning the wall about which ... 	Concerning the ... s which are in ... 
Ulaya: the guardian of its city.	Enlil-qarrad: the guardian of its ... 
Witness Nabû-balassu-iqbi, scribe, keeper of the document.	Witness Nabû-eṭir-napšati, scribe, keeper of the tablet.
... the king to me	... whom the king ... 
Seal of Lidbubu-lipušu, seal of Ahi-nuri, a total of 2 men, owners of the man being sold.	Seal of Sin-ahu-iddina, seal of Tuwi, a total of 2 men, owners of the women being sold.
... sick ears	... of ears
Witness ... Witness Nabuza', merchant.	Witness ... mea, merchant.
Month ... , ... th day, eponym year of Nabû-le'i, governor of Arbela.	Month ... , ... th day eponym year of NN.
That which is (written) upon a silver spoon of the goddess Tašmētu of the Inner City (Aššur).	That which is (written) upon a kallu-bowl (and) šulpu-bowl of the god Nabû of the Inner City (Aššur).
Whoever erases my inscribed name (or) places (it) in the service of a god or (another) person, may the deities Aššur, Sîn, (and) Šamaš make his name (and) his seed disappear.	Palace of Sennacherib, king of Assyria. Whoever erases my inscribed name (or) places (it) in the service of a god (or another) person, may the deity ... make his name (and) his seed disappear. Booty of the city Dumetu.
... I received, before Anu	... I received
"... Reap your harvest ... 	... their harvest ... 
married ... 	heard ... 
... another ... 	... wine ... 
total 5, at 2 seahs each.	total 70, at 2 seahs each.
Witness Šulmu-beli, village manager.	Witness Ubru-Nabû, palace manager.
... reached Aries.	... receives.
they are ... persons ... 	their ... s ... 
2-year-old,	3-year-olds,
opposite ... 	outside ... 
Palace of Ashurnasirpal, king of the world, king of Assyria, son of Tukultī-Ninurta (II), king of Assyria, son of Adad-nārārī (II) (who was) also king of Assyria: plunder from the city Mariru of the land Ḫatti.	Palace of Ashurnasirpal, king of the world, king of Assyria, son of Tukultī-Ninurta (II), king of Assyria, son of Adad-nārārī (II) (who was) also king of Assyria: (brick) belonging to the Bīt-natḫi of Nineveh.
20 ... ;	4 ... 
... Remanni-ilu ... 	... kinnu ... 
Witness Silim-Adad.	Witness Sukki-Aya.
Disregard that the days ... 	Disregard that ... 
... , in all 4	... , in all 600 ... 
... habbur-wine;	... wine;
If he does not, he shall pay (in) silver according to the market price of Nineveh.	If he does not, he shall pay according to the market price of Nineveh.
Month Tishri (VII), 25th day, eponym year of Aššur-da''inanni of Que.	Month Tishri (VII), 20th day, eponym year of Gabbaru.
... Nabû-balliṭanni ... 	... Nabû-belu-ka''in ... 
about which the king, my lord, wrote to me,	As to what the king, my lord, wrote to me: "Set out ... !
I brought out of them ... sheep and goats, and I counted (them) as booty. Moreover, I destroyed, devastated, (and) turned into ruins their small(er) settlements, which were without number. I burned with fire pavilions (and) tents, their abodes, and reduced (them) to ashes.	I surrounded (and) conquered the cities Bīt-Kilamzaḫ, Ḫardišpu, (and) Bīt-Kubatti, their fortified walled cities. I brought out of them people, horses, mules, donkeys, oxen, and sheep and goats, and I counted (them) as booty. Moreover, I destroyed, devastated, (and) turned into ruins their small(er) settlements, which were without number. I burned with fire pavilion(s) (and) tents, their abodes, and reduced (them) to ashes.
to NN, ... —	Witness NN, ... 
Witness Huziru.	Witness Kusayu.
... of Šakkan.	... of Šulaya
To the king of the lands, my lord: your servant, Šuma-iddin. May Nabû and Marduk bless the king of the lands, my lord.	To the king, my lord: your servant Nabû-naṣir. May Nabû and  Marduk bless the king, my lord!
An estate of 60 hectares ... 	An estate of 10 hectares ... 
... you shall come to me	... has come to us
of the city ... 	of the campaign ... 
So that the construction of my palace might be carried out correctly and that my handiwork be completed, at that time, the god Aššur and the goddess Ištar revealed to me the presence of white limestone in the city Balāṭāya... 	So that the construction of my palace might be carried out correctly and that my handiwork be completed, at that time, the god Aššur and the goddess Ištar revealed to me the presence of white limestone in the city Balāṭāya. (vi 25) Therein, I quarried mighty mountain sheep colossi, sphinxes, and large stone slabs for the gates of my lordly palace. 
1 can of beer.	10 cans of beer;
If the moon is surrounded by a halo, and Mars stands in it: in all lands cultivated fields and dates will not prosper; variant: the Westland will diminish.	If the moon is surrounded by a halo and Mars stands in it: destruction of cattle and wild animals; the kor-measure will decrease; date plantations will not prosper; the Westland will become small.
I have crossed the Euphrates twenty-eight times, twice in one year, in pursuit of the Aḫlamû-Arameans. I brought about their defeat from the city Tadmar of the land Amurru, Anat of the land Sūḫu, as far as the city Rapiqu of Karduniaš (Babylonia). I brought their booty (and) possessions to my city Aššur.	I have crossed the Euphrates ... times, twice in one year, in pursuit of the Aḫlamû-Arameans, to the land Ḫatti. I brought about their defeat from the foot of Mount Lebanon, the city Tadmar of the land Amurru, Anat of the land Sūḫu, as far as Rapiqu of Karduniaš (Babylonia). I brought their booty (and) possessions to my city Aššur.
To the king, my lord: your servant Inurta-ila'i.	To the king, my lord: your servant Aššur-bani.
Total 6 oxen, meat of the meal;	In all, 2 oxen, meat (from) the meal;
I took (and) uprooted 4,000 Urumu (and) Abešlu, insubmissive troops of Ḫatti, (and) regarded them as people of my land.	I took (and) uprooted 4,000 Urumu (and) Abešlu, (insubmissive) Hittite troops, (and) regarded them as belonging to my land.
I am waiting for ... Perhaps the king, my lord, will say:  "... 	... Perhaps the king, my lord, will say: “... in ... 
Month Ab (V), 5th day ... , eponym year of Metunu, governor of Isana.	Month of Shebat (XI), 1st day, eponym year of Belšunu, governor of Hindana (648 B.C.).
... utensils	... this
1 ditto, the Central City;	6 ditto, the New Palace of the Central City;
did not take ... 	we did not transgress ... 
(Ammili'ti) the son of Amiri readied himself with 300 she-camels, intending to attack the booty being transferred  from Damascus to Assyria.	(Ammili'ti) the son of Amiri readied himself with 300 she-camels, intending to attack the booty being transferred from Damascus to Assyria.
Sin-aha-šubši, an exorcist, is useful to the king, my lord.	Aha-šubši is a very able physician; he is useful to (the king) my lord.
3 2/3 ... ;	32 ... 
Witness Ta... 	Witness ... 
Arrapha... 	Adapa ... 
... took counsel	... to us
Seal of Mardû, village manager.	a total of 3 village managers;
Perhaps the king, my lord, will say: "How many stages are there from Hunnur to Bit-Bunakki?"	Perhaps the king, my lord, will say: "How are they positioned?" —
the king my lord ... 	my lord ... 
1, the woman Nikkal-šarrat.	the woman Nikkal-amat.
... s before you	... before Nadinu,
I turned around (lit. “I turned the front of my yoke”) and took the road to the land Bīt-Yakīn. He — Marduk-apla-iddina (II) (Merodach-baladan), whom (iii 60) I had defeated and whose forces I had scattered during my first campaign — became frightened by the clangor of my mighty weapons and my fierce battle array, then dislodged the gods of the (full) extent of his land from their abodes, and loaded (them) onto boats. (iii 65) He flew away like a bird to the city Nagīte-raqqi, which is in the midst of the sea. I brought his brothers, the seed of his father’s house, whom he had abandoned at the shore of the sea, together with the rest of the people of his land, out of the land Bīt-Yakīn, which is in the swamps and marshes, and I counted (them) as booty.	I turned around (lit. “I turned the front of my yoke”) and took the road to the land Bīt-Yakīn. He — Marduk-apla-iddina (II) (Merodach-baladan), whom I had defeated and whose forces I had scattered during my first campaign — became frightened by the clangor of my mighty weapons and my fierce battle array, then (iii 55) dislodged the gods of the (full) extent of his land from their abodes, and loaded (them) onto boats. He flew away like a bird to the city Nagīte-raqqi, which is in the midst of the sea. I brought his brothers, the seed of his father’s house, whom he had abandoned at the shore of the sea, together with the rest of the people of his land, out of the land Bīt-Yakīn, which is in the swamps and marshes, and I counted (them) as booty.
1, Marduk-eriba, governor of (U)pumu;	1, Šarru-nuri, governor of Tušhan;
1, cohort commanders of the bodyguard;	Witness Aššur-ila'i, cohort commander of the royal bodyguard.
Witness Kukulu. Witness Kullulu.	Witness Kanunayu. Witness NN.
... nî	... ?
Witness Sasî, mayor ... 	Witness NN, ... 
... in the disorder and trouble ... 	... to the bodyguard and to ... 
... curses 	... seeks
... let him come up	... let them come ... 
... and seeks a lawsuit or litigation against Zabdî, his sons and his grandsons,	... seeks a lawsuit or litigation against Šamaš-na'id,
you light ... his ... 	... his ... 
grant ... 	to ... 
Agudu: the guardian of its ... 	Enlil-qarrad: the guardian of its ... 
Azâ ... 	4 ... 
700, 800, total 1,500 — Marduk-(e)riba;	600, 200, total 800 — Mar-larim;
upon the dais ... 	of the king ... 
Ashurnasirpal, great king, strong king, king of the world, king of Assyria, son of Tukultī-Ninurta (II), great king, strong king, king of the world, king of Assyria, son of Adad-nārārī (II) (who was) also great king, strong king, king of the world, king of Assyria; valiant man who acts with the support of Aššur, his lord, and has no rival among the princes of the four quarters,	Ashurnasirpal, great king, strong king, king of the world, king of Assyria, son of Tukultī-Ninurta (II), great king, strong king, king of the world, king of Assyria, son of Adad-nārārī (II) (who was) also great king, strong king, king of the world, king of Assyria; valiant man who
Aššur will come to the temple ... 	The men of the temple ... 
Witness Bel-zeru-iqiša, ... 	Witness Bel-zeru-iddina, ... 
Palace of Sargon (II), appointee of the god Enlil, nešakku-priest of (the god) Aššur, great king, strong king, king of the world, king of Assyria, king of the four quarters (of the world), favorite of the great gods;	Palace of Sennacherib, great king, strong king, king of the world, king of Assyria, king of the four quarters (of the world), (and) favorite of the great gods:
... in the middle surface of the 'finger' there is a 'weapon'-mark which faces the top of the 'finger.'             	The base of the 'station' is protruding pointedly. In the top of the left surface of the 'finger' there is a 'weapon'-mark which faces the top of the 'finger.'
does not know ... 	does not ... 
The son of the sister of Ahu-... 	of the son of the priest ... 
Witness Šarru-emuranni, 'third man' ditto ditto.	Witness NN, 'third man,' ditto.
28 stars ... 	just as ... 
Afterwards, I decided to increase the height of the terrace, then I added 30 courses of brick to the former (terrace) and (thus) I raised (it) to a height of 190 courses of brick. I made the area larger than before, (vi 40) added (it) to the former dimensions of the palace, and (thus) enlarged its structure. 	Afterwards, I decided to increase the height of the terrace, then I added 20 courses of brick to the former (terrace) and (thus) I raised (it) to a (total) height of 180 courses of brick. (55) I made the area larger than before, added (it) to the former dimensions of the palace, and (thus) enlarged its structure. 
To the king, my lord: your servant Šamaš-metu-uballiṭ. Good health to the king, my lord! May Nabû and Marduk bless the king, my lord.	To the king, my lord: your servant Nabû-naṣir. May Nabû and  Marduk bless the king, my lord!
Witness Šama', scribe.	Witness Azi-il, scribe.
... the breast-bone is thick. The coils of the colon are 14 in number... 	The breast-bone is thick. The coils of the colon are 16 in number. The heart of the ram is normal. Check-up... 
shall place x minas of silver and 10 minas (of gold) in the lap of Aššur residing in Ešarra, shall place x mina of silver (and) one mina of pure gold in the lap of Ištar residing in Nineveh, and shall return the money tenfold to its owners.	shall tie two white horses to the feet of Aššur, shall bring four harbakannu horses to the feet of Nergal, shall place two talents of refined silver and one talent of pure gold in the lap of Ištar residing in Nineveh, and shall return the money tenfold to its owners.
If in Marchesvan (VIII) Adad thunders, the day becomes cloudy, it rains, a rainbow stretches, lightning flashes: a famous important person will fall.	If in Ab (V) Adad thunders, the day becomes cloudy, it rains, a rainbow stretches, lightning flashes: floods will become scarce at the source.
16 2-seah jars of hinhinu-seeds;	3 2-seah jars of hinhinu-seeds;
... the royal house	... the royal bodyguard
1 dark, fine garment of linen:	1 dark, fine garment:
NN, ... ya, Marduk-šumu-uṣur,	Naṣiru and Marduk-šumu-uṣur.
To the king, my lord: your servant, Marduk-šallim-ahhe, the one who blesses you. Good health to the king, my lord. May Aššur, Sin, Šamaš, Bel, Nabû, Ištar of Nineveh, and Ištar of Arbela very greatly bless the king, my lord. May they give to the king, my lord, long days and years of physical well-being.	To the king, my lord: your servant Nabû-zeru-iddina. Good health to the king, my lord! May Aššur, Sin, Šamaš, Nabû and Marduk bless the king, my lord; may they grant the king, my lord, happiness and physical health.
... to NN	... to ... 
If I cannot see the face of the king, my lord, why should I live?	... I see the face of the king, my lord, ... 
I made that city Bīt-Kilamzaḫ a fortress again (and) I strengthened its walls more than before, then I settled therein the people of the lands that I had conquered. I brought down from the mountains the people of the land of the Kassites 	I made that city Bīt-Kilamzaḫ a fortress again (and) I strengthened its walls more than before, then I settled therein the people of the lands that I had conquered.
... , 2 carpenters;	... ,  4 gardeners;
Envelope of 10 minas of silver, capital,	Envelope of  2 minas of silver, capital, by the mina of Carchemish.
Witness Sumaya, scribe.	Witness Azi-il, scribe.
Ditto Nabû-šarru-uṣur.	Total 6: Nabû-šarru-uṣur.
at the disposal of the woman Ubite ... 	at the disposal of Qarhâ, ... 
Month Sivan (III), ... th day, eponym year of Sennacherib, king of Assyria.	Month Sivan (III), 2nd day, eponym year of Nabû-kenu-uṣur, governor of Samaria.
Month ... , xth day, eponym year of Bel-lu-dari.	Month ... , 23rd day, eponym year of Zazaya.
In the days of the shepherd ... 	the ... s of the bed ... 
x ditto garments, the front red, of the country;	1 urnutu-garment, the front (red), of the country.
41 children of 4 spans' height;	38 children of 5 spans' height;
I have asked ... 	we have counted ... 
10 turtledoves. 5+x ... 	10 turtledoves.
The ... gives ... fruit, apple ... ,	The ... gives ... the boatmen ... 
Disregard that the ram (offered) to your divinity for the performance of the extispicy is deficient or faulty.	Disregard that the ram (offered) to your great divinity for the performance of the extispicy is deficient or faulty... 
from his servants ... 	for his sons ... ;
in accordance with the command of your great divinity, Šamaš, great lord, and your favorable decisions, should the subject of this query, Esarhaddon, king of Assyria, strive and plan, and send his messenger to Hubuškia?	in accordance with the command of your great divinity, Šamaš, great lord, and your favorable decisions, should the subject of this query, Esarhaddon, king of Assyria, strive and plan, and send ... ? If he, having planned, sends him,
... perform this ritual before the Lady-of-the-River (and) his seed will solidify!	He performs this ritual twice in its entirety before the Lady-of-the-River and his seed will be all right.
and with you ... 	and you ... 
... will take up residence.	... will be present
the year which ... 	their sick eyes which ... 
Šamaš-... , 	Šamaš-ayali, ... ,
In my ninth regnal year, in my second campaign (to Babylonia), I captured the city Gannanāte. To save his life Marduk-bēl-usāte went up to the city Ḫalman. I pursued him (and) put to the sword Marduk-bēl-usāte together with the treacherous soldiers who were with him. (Then) I marched to Babylon (and) (ii 50) made sacrifices in Baby ion, Borsippa, (and) Cutha. I went down to Chaldea (and) captured their cities. I marched to the sea called the Marratu (“Bitter”) River (and) received tribute in Babylon from Adinu, the man of Bīt-Dakkuri, (and) from Mušallim-Marduk, the man of Bīt-Amukkāni (Ukānu): silver, gold, ebony, (and) elephant ivory.	In my ninth regnal year, in my second campaign (to Babylonia), I captured the city Gannanāte. To save his life Marduk-bēl-usāte ascended a mountain. I pursued him (and) (ii 40) put to the sword Marduk-bēl-usāte, together with the treacherous soldiers who were with him. I made sacrifices in Babylon, Borsippa, (and) Cutha. I went down to Chaldea (and) captured their cities. I received tribute from the kings of Chaldea in Babylon.
10 sheep ... 	here ... 
Province of Que... 	... (province of) Que. 
total, 6 scribes.	total, 9 physicians.
Witness Nergal-remanni, ... 	Witness Haldi-remanni, merchant.
... in the town of Diati; ... 	... his ... in the town of ... 
Corn or straw taxes shall not be exacted from that village.	Corn or straw taxes shall not be exacted from that land.
Witness Mesimesi.	Witness Same'.
... to the land of your enemy	... the land of Sūḫu 
... garden of the town Ra... 	... the meadow of the town ... 
Witness Urdu, weaver.	Witness Nabutî, weaver.
1 seah 1 'litre' of spiced bread; a 2-seah jar of hammurtu-beer.	2 seahs of loaves; 4 'litres' of spiced bread; a 2-seah jar of beer;
Ibāl-eraḫ, son of  Kiabkurānu, servant of Šamšī-Adad.	Dagan-... , son of ... , servant of Šamšī-Adad.
... town of Ṣibte —	... town of ... 
Witness Nabû'a, scribe, keeper of the contract.	Witness Nabû-eṭir-napšati, scribe, keeper of the tablet.
an estate of x hectares of land ... 	An estate of 60 hectares of land, 2 orchards ... in Nikua —
8 trays of cakes;	2 trays of cakes;
He filled plates with spicy grains. He performed a sheep offering before it, and provided cooked meat. He placed the plates before Aššur and Mullissu, offered salt on them.	The king fills plates with spicy grains. He performs a sheep offering before them. He provides cooked meat and places the plates before Aššur and Mullissu. He offers salt on them.
... their ... status.	... their/them ... 
1 bedspread, ... ;	1 bedspread of ... ;
Witness Hubašate.	Witness Ha... 
x beet-like carnelian ... 	x carnelian ... 
Witness Pulu, tanner.	Witness Gallulu, porter.
Kakkullanu has contracted ... 	Babilayu, ... , has contracted ... 
If the red planet becomes visible: plenty for the people.	If there is fog in the land: plenty for the people.
As to what the king my lord wrote to me: "... the ... s should  go to NN.	As to what the king, my lord, wrote to me: "Set out ... !
on the orders of the ... -official.	to the ... -official ... 
(Guaranteed against) epileptic seizures for 100 days (and against) fraud forever.	(Guaranteed against) seizures of epilepsy for 100 days (and against) fraud forever.
and seeks a lawsuit or litigation against Ilu-iṣṣur and his sons, shall pay the double amount of two minas of silver to redeem the man. He shall contest in his lawsuit and not succeed.	and seeks a lawsuit or litigation against Šumma-ilani, his sons and grandsons, shall pay x minas of silver and one mina of gold to Ištar of Arbela, and shall return the money tenfold to its owners. He shall contest in his lawsuit and not succeed.
Issar-nadin-ahhe,	Iddin-ahhe,
Kulkulanu, cohort commander, has contracted and bought them from Zeru-ukin, son of Bel-duri, for 3 minas of silver.	Kakkullanu, cohort commander, has contracted and bought them for one mina of silver.
... your gods very much ... 	... you go out ... 
broken and ... 	I and ... 
... I shall return ... 	... and shall send ... 
... to his left ... 	... s to ... 
Witness Nabû-rim-ilani.	Witness Nabû-zeru-... 
1 seah 1 'litre' of spiced bread. A 2-seah jar of hammurtu-beer;	2 seahs of loaves; 4 'litres' of spiced bread; a 2-seah jar of beer;
The son of Sargon ... 	to the son of Zerî ... 
Ahi-le'iti, his servant —	Ahu-le'iti, his slave —
(whether) they will capture that city, enter that city, and conquer that city.	capture that city, enter that city, conquer that city?
If on the 16th day the moon and sun are seen together: the king of Subartu will have no rival. (This is) from a ... tablet.	If on the 16th day the moon and sun are seen together: the king of Subartu will become strong and have no rival.
If the moon is surrounded by a halo and the Field star stands in it: reduction of barley.	If the moon is surrounded by a halo, and two stars stand in the halo with the moon: a reign of long days.
Whoever in the future, at any time, lodges a complaint and breaks the contract, whether these men or their sons or ... ,	Whoever in the future, at any time, lodges a complaint or breaks the contract, whether Dagan-milki or his brothers or nephews, or any relative of his or anyone influential,
Nusku-ila'i, formerly of the cooks, gardener; 1 son of 4 spans' height; 1 woman: a total of 3. 	Se'-napi, gardener; 1 son of 4 spans' height; 1 woman: a total of 3. 
the messenger and ... 	your messenger ... 
... -uṣalla — 5 persons;	... — 4 persons;
I ask you, Šamaš, great lord, whether Mugallu, the Melidean, or Iškallû the Tabalean, or ... will strive and plan,	I ask you, Šamaš, great lord, whether the Mannean troops will strive and plan ... ,
... -Issar — seah of 8 'litres'	... za — seah of 8 'litres'
Witness Iqiša-Aya, ... 	Witness NN, ... 
... brought (it).	... I bought ... 
Shalmaneser, appointee of the god Enlil, vice-regent of Aššur, son of Adad-nārārī (I), appointee of the god Enlil, vice-regent of Aššur, son of Arik-dīn-ili (who was) also appointee of the god Enlil (and) vice-regent of Aššur; founder of holy cult centers, builder of Ekur — shrine of the gods (and) dwelling of the god Nunnamnir:	Shalmaneser, appointee of the god Enlil (and) vice-regent of Aššur, builder of Eḫursagkurkurra the temple of Aššur his lord, son of Adad-nārārī (I), appointee of the god Enlil (and) vice-regent of Aššur, son of Arik-dīn-ili who was also appointee of the god Enlil (and) vice-regent of Aššur: ... 
We kept watch on the ... th day; on the ... th day the moon and sun saw each other. May Nabû and Marduk bless the king my lord!	We kept watch on the 12th day; on the 13th day the moon and sun  saw each other. May Nabû and Marduk bless the king my lord!
To the king, my lord, your servants: NN and ... Good health to the king, my lord. May Nabû, Marduk, Sin, Ištar of Nineveh, and Ištar of Arbela very greatly bless the king, my lord.	To the king, my lord: your servant Nabû-ahhe-eriba. Good health to the king, my lord! May Nabû and Marduk bless the king, my lord!
To the Lady of the House.	the household of the Lady of the House.
(and) to the ... (officials):	to the ... -official ... 
shall give the kingship ... 	and who ... ed the kingship ... 
As to what the king, my lord, wrote to me: "Šimanni- Aššur ... horses ... guard ... "	As to what the king, my lord, wrote to me: "Set out ... !
Now what is it that the king, my lord, commands?	Now, what are the king my lord's instructions?
Shamash-upahhir,	Shamash-upahhir.
Whoever in the future, at any time, whether Se'-natan or his relative, lodges a complaint and breaks the contract and seeks a lawsuit or litigation against Remanni-Adad and his sons,	Whoever in the future, at any time, whether Daddî or his sons or brothers, or his ... or any relative of his, whoever lodges a  complaint and seeks  a lawsuit or litigation against Remanni-Adad,  his sons and grandsons,
If the moon is surrounded by a halo, and a planet stands in it: robbers will rage.	If the moon is surrounded by a halo, and the Pleiades stand in it: women will give birth to male children; ... 
